id,idHabitacion,Habitacion,timestamp,status
6591,1,Sala de examenes 1,6/10/2021 3:17:14 PM,Sala disponible.
6592,13,Estación de revisión 2,6/10/2021 3:19:06 PM,Sala no disponible.
6593,13,Estación de revisión 2,6/10/2021 3:19:32 PM,Inicia limpieza.
6594,13,Estación de revisión 2,6/10/2021 3:20:06 PM,Sala disponible.
6595,5,Sala de imagenes 1,6/10/2021 3:20:08 PM,Sala no disponible.
6596,15,Estación de revisión 4,6/10/2021 3:20:38 PM,Sala no disponible.
6597,15,Estación de revisión 4,6/10/2021 3:21:02 PM,Inicia limpieza.
6598,5,Sala de imagenes 1,6/10/2021 3:21:16 PM,Inicia limpieza.
6599,14,Estación de revisión 3,6/10/2021 3:21:19 PM,Sala no disponible.
6600,14,Estación de revisión 3,6/10/2021 3:21:35 PM,Inicia limpieza.
6601,15,Estación de revisión 4,6/10/2021 3:21:40 PM,Sala disponible.
6602,14,Estación de revisión 3,6/10/2021 3:22:08 PM,Sala disponible.
6603,12,Estación de revisión 1,6/10/2021 3:22:18 PM,Sala no disponible.
6604,12,Estación de revisión 1,6/10/2021 3:22:44 PM,Inicia limpieza.
6605,5,Sala de imagenes 1,6/10/2021 3:22:46 PM,Sala disponible.
6606,13,Estación de revisión 2,6/10/2021 3:23:41 PM,Sala no disponible.
6607,12,Estación de revisión 1,6/10/2021 3:24:06 PM,Sala disponible.
6608,13,Estación de revisión 2,6/10/2021 3:24:08 PM,Inicia limpieza.
6609,13,Estación de revisión 2,6/10/2021 3:26:08 PM,Sala disponible.
6610,2,Sala de examenes 2,6/10/2021 3:26:22 PM,Sala no disponible.
6611,2,Sala de examenes 2,6/10/2021 3:26:56 PM,Inicia limpieza.
6612,2,Sala de examenes 2,6/10/2021 3:30:43 PM,Sala disponible.
6613,12,Estación de revisión 1,6/10/2021 3:31:18 PM,Sala no disponible.
6614,13,Estación de revisión 2,6/10/2021 3:31:44 PM,Sala no disponible.
6615,12,Estación de revisión 1,6/10/2021 3:31:45 PM,Inicia limpieza.
6616,13,Estación de revisión 2,6/10/2021 3:32:10 PM,Inicia limpieza.
6617,13,Estación de revisión 2,6/10/2021 3:33:02 PM,Sala disponible.
6618,12,Estación de revisión 1,6/10/2021 3:34:06 PM,Sala disponible.
6619,7,Sala de procedimientos 2,6/10/2021 3:34:39 PM,Sala no disponible.
6620,5,Sala de imagenes 1,6/10/2021 3:34:40 PM,Sala no disponible.
6621,7,Sala de procedimientos 2,6/10/2021 3:35:41 PM,Inicia limpieza.
6622,7,Sala de procedimientos 2,6/10/2021 3:37:28 PM,Sala disponible.
6623,3,Sala de examenes 3,6/10/2021 3:37:56 PM,Sala no disponible.
6624,3,Sala de examenes 3,6/10/2021 3:38:15 PM,Inicia limpieza.
6625,5,Sala de imagenes 1,6/10/2021 3:38:35 PM,Inicia limpieza.
6626,5,Sala de imagenes 1,6/10/2021 3:39:48 PM,Sala disponible.
6627,4,Sala de examenes 4,6/10/2021 3:39:53 PM,Sala no disponible.
6628,4,Sala de examenes 4,6/10/2021 3:40:27 PM,Inicia limpieza.
6629,3,Sala de examenes 3,6/10/2021 3:40:47 PM,Sala disponible.
6630,1,Sala de examenes 1,6/10/2021 3:42:40 PM,Sala no disponible.
6631,1,Sala de examenes 1,6/10/2021 3:43:20 PM,Inicia limpieza.
6632,4,Sala de examenes 4,6/10/2021 3:44:04 PM,Sala disponible.
6633,1,Sala de examenes 1,6/10/2021 3:45:12 PM,Sala disponible.
6634,8,Sala de procedimientos 3,6/10/2021 3:46:59 PM,Sala no disponible.
6635,8,Sala de procedimientos 3,6/10/2021 3:47:44 PM,Inicia limpieza.
6636,13,Estación de revisión 2,6/10/2021 3:50:12 PM,Sala no disponible.
6637,13,Estación de revisión 2,6/10/2021 3:50:39 PM,Inicia limpieza.
6638,13,Estación de revisión 2,6/10/2021 3:51:15 PM,Sala disponible.
6639,12,Estación de revisión 1,6/10/2021 3:51:25 PM,Sala no disponible.
6640,2,Sala de examenes 2,6/10/2021 3:52:00 PM,Sala no disponible.
6641,2,Sala de examenes 2,6/10/2021 3:52:34 PM,Inicia limpieza.
6642,8,Sala de procedimientos 3,6/10/2021 3:53:03 PM,Sala disponible.
6643,12,Estación de revisión 1,6/10/2021 3:53:45 PM,Inicia limpieza.
6644,2,Sala de examenes 2,6/10/2021 3:54:31 PM,Sala disponible.
6645,9,Sala de procedimientos 4,6/10/2021 3:55:35 PM,Sala no disponible.
6646,12,Estación de revisión 1,6/10/2021 3:55:37 PM,Sala disponible.
6647,13,Estación de revisión 2,6/10/2021 3:56:29 PM,Sala no disponible.
6648,9,Sala de procedimientos 4,6/10/2021 3:56:35 PM,Inicia limpieza.
6649,14,Estación de revisión 3,6/10/2021 3:56:48 PM,Sala no disponible.
6650,13,Estación de revisión 2,6/10/2021 3:56:55 PM,Inicia limpieza.
6651,14,Estación de revisión 3,6/10/2021 3:57:03 PM,Inicia limpieza.
6652,14,Estación de revisión 3,6/10/2021 3:57:56 PM,Sala disponible.
6653,13,Estación de revisión 2,6/10/2021 3:58:09 PM,Sala disponible.
6654,15,Estación de revisión 4,6/10/2021 3:59:16 PM,Sala no disponible.
6655,15,Estación de revisión 4,6/10/2021 3:59:41 PM,Inicia limpieza.
6656,7,Sala de procedimientos 2,6/10/2021 4:00:04 PM,Sala no disponible.
6657,15,Estación de revisión 4,6/10/2021 4:00:22 PM,Sala disponible.
6658,7,Sala de procedimientos 2,6/10/2021 4:02:28 PM,Inicia limpieza.
6659,9,Sala de procedimientos 4,6/10/2021 4:02:32 PM,Sala disponible.
6660,7,Sala de procedimientos 2,6/10/2021 4:06:02 PM,Sala disponible.
6661,5,Sala de imagenes 1,6/10/2021 4:11:26 PM,Sala no disponible.
6662,1,Sala de examenes 1,6/10/2021 4:11:32 PM,Sala no disponible.
6663,1,Sala de examenes 1,6/10/2021 4:12:12 PM,Inicia limpieza.
6664,2,Sala de examenes 2,6/10/2021 4:12:16 PM,Sala no disponible.
6665,5,Sala de imagenes 1,6/10/2021 4:12:34 PM,Inicia limpieza.
6666,3,Sala de examenes 3,6/10/2021 4:13:03 PM,Sala no disponible.
6667,12,Estación de revisión 1,6/10/2021 4:13:04 PM,Sala no disponible.
6668,2,Sala de examenes 2,6/10/2021 4:13:30 PM,Inicia limpieza.
6669,5,Sala de imagenes 1,6/10/2021 4:13:52 PM,Sala disponible.
6670,1,Sala de examenes 1,6/10/2021 4:14:56 PM,Sala disponible.
6671,3,Sala de examenes 3,6/10/2021 4:15:14 PM,Inicia limpieza.
6672,3,Sala de examenes 3,6/10/2021 4:17:12 PM,Sala disponible.
6673,2,Sala de examenes 2,6/10/2021 4:17:30 PM,Sala disponible.
6674,12,Estación de revisión 1,6/10/2021 4:17:40 PM,Inicia limpieza.
6675,12,Estación de revisión 1,6/10/2021 4:18:30 PM,Sala disponible.
6676,4,Sala de examenes 4,6/10/2021 4:20:04 PM,Sala no disponible.
6677,4,Sala de examenes 4,6/10/2021 4:20:39 PM,Inicia limpieza.
6678,4,Sala de examenes 4,6/10/2021 4:22:53 PM,Sala disponible.
6679,8,Sala de procedimientos 3,6/10/2021 4:23:49 PM,Sala no disponible.
6680,12,Estación de revisión 1,6/10/2021 4:24:06 PM,Sala no disponible.
6681,8,Sala de procedimientos 3,6/10/2021 4:24:48 PM,Inicia limpieza.
6682,13,Estación de revisión 2,6/10/2021 4:28:41 PM,Sala no disponible.
6683,13,Estación de revisión 2,6/10/2021 4:29:07 PM,Inicia limpieza.
6684,13,Estación de revisión 2,6/10/2021 4:29:37 PM,Sala disponible.
6685,8,Sala de procedimientos 3,6/10/2021 4:30:23 PM,Sala disponible.
6686,3,Sala de examenes 3,6/10/2021 4:34:54 PM,Sala no disponible.
6687,3,Sala de examenes 3,6/10/2021 4:35:14 PM,Inicia limpieza.
6688,7,Sala de procedimientos 2,6/10/2021 4:35:16 PM,Sala no disponible.
6689,2,Sala de examenes 2,6/10/2021 4:35:54 PM,Sala no disponible.
6690,7,Sala de procedimientos 2,6/10/2021 4:36:18 PM,Inicia limpieza.
6691,3,Sala de examenes 3,6/10/2021 4:36:48 PM,Sala disponible.
6692,2,Sala de examenes 2,6/10/2021 4:37:05 PM,Inicia limpieza.
6693,4,Sala de examenes 4,6/10/2021 4:38:09 PM,Sala no disponible.
6694,2,Sala de examenes 2,6/10/2021 4:39:41 PM,Sala disponible.
6695,7,Sala de procedimientos 2,6/10/2021 4:40:03 PM,Sala disponible.
6696,1,Sala de examenes 1,6/10/2021 4:40:07 PM,Sala no disponible.
6697,12,Estación de revisión 1,6/10/2021 4:41:18 PM,Inicia limpieza.
6698,1,Sala de examenes 1,6/10/2021 4:41:18 PM,Inicia limpieza.
6699,12,Estación de revisión 1,6/10/2021 4:42:15 PM,Sala disponible.
6700,4,Sala de examenes 4,6/10/2021 4:42:52 PM,Inicia limpieza.
6701,1,Sala de examenes 1,6/10/2021 4:44:13 PM,Sala disponible.
6702,4,Sala de examenes 4,6/10/2021 4:45:35 PM,Sala disponible.
6703,12,Estación de revisión 1,6/10/2021 4:49:38 PM,Sala no disponible.
6704,12,Estación de revisión 1,6/10/2021 4:50:04 PM,Inicia limpieza.
6705,12,Estación de revisión 1,6/10/2021 4:50:38 PM,Sala disponible.
6706,6,Sala de procedimientos 1,6/10/2021 4:52:53 PM,Sala no disponible.
6707,6,Sala de procedimientos 1,6/10/2021 4:53:30 PM,Inicia limpieza.
6708,6,Sala de procedimientos 1,6/10/2021 4:56:04 PM,Sala disponible.
6709,3,Sala de examenes 3,6/10/2021 5:01:43 PM,Sala no disponible.
6710,3,Sala de examenes 3,6/10/2021 5:02:03 PM,Inicia limpieza.
6711,3,Sala de examenes 3,6/10/2021 5:03:54 PM,Sala disponible.
6712,13,Estación de revisión 2,6/10/2021 5:04:55 PM,Sala no disponible.
6713,13,Estación de revisión 2,6/10/2021 5:05:22 PM,Inicia limpieza.
6714,13,Estación de revisión 2,6/10/2021 5:06:01 PM,Sala disponible.
6715,12,Estación de revisión 1,6/10/2021 5:06:09 PM,Sala no disponible.
6716,12,Estación de revisión 1,6/10/2021 5:06:36 PM,Inicia limpieza.
6717,12,Estación de revisión 1,6/10/2021 5:07:31 PM,Sala disponible.
6718,14,Estación de revisión 3,6/10/2021 5:08:32 PM,Sala no disponible.
6719,14,Estación de revisión 3,6/10/2021 5:08:48 PM,Inicia limpieza.
6720,1,Sala de examenes 1,6/10/2021 5:09:09 PM,Sala no disponible.
6721,1,Sala de examenes 1,6/10/2021 5:09:48 PM,Inicia limpieza.
6722,13,Estación de revisión 2,6/10/2021 5:09:51 PM,Sala no disponible.
6723,14,Estación de revisión 3,6/10/2021 5:10:02 PM,Sala disponible.
6724,13,Estación de revisión 2,6/10/2021 5:10:15 PM,Inicia limpieza.
6725,13,Estación de revisión 2,6/10/2021 5:10:44 PM,Sala disponible.
6726,1,Sala de examenes 1,6/10/2021 5:12:37 PM,Sala disponible.
6727,2,Sala de examenes 2,6/10/2021 5:20:22 PM,Sala no disponible.
6728,2,Sala de examenes 2,6/10/2021 5:20:56 PM,Inicia limpieza.
6729,12,Estación de revisión 1,6/10/2021 5:21:52 PM,Sala no disponible.
6730,12,Estación de revisión 1,6/10/2021 5:22:18 PM,Inicia limpieza.
6731,12,Estación de revisión 1,6/10/2021 5:23:10 PM,Sala disponible.
6732,3,Sala de examenes 3,6/10/2021 5:23:23 PM,Sala no disponible.
6733,2,Sala de examenes 2,6/10/2021 5:23:32 PM,Sala disponible.
6734,3,Sala de examenes 3,6/10/2021 5:23:47 PM,Inicia limpieza.
6735,3,Sala de examenes 3,6/10/2021 5:27:45 PM,Sala disponible.
6736,12,Estación de revisión 1,6/10/2021 5:32:51 PM,Sala no disponible.
6737,12,Estación de revisión 1,6/10/2021 5:33:17 PM,Inicia limpieza.
6738,12,Estación de revisión 1,6/10/2021 5:34:12 PM,Sala disponible.
6739,4,Sala de examenes 4,6/10/2021 5:34:33 PM,Sala no disponible.
6740,4,Sala de examenes 4,6/10/2021 5:35:08 PM,Inicia limpieza.
6741,4,Sala de examenes 4,6/10/2021 5:37:39 PM,Sala disponible.
6742,5,Sala de imagenes 1,6/10/2021 5:39:30 PM,Sala no disponible.
6743,5,Sala de imagenes 1,6/10/2021 5:40:38 PM,Inicia limpieza.
6744,5,Sala de imagenes 1,6/10/2021 5:41:49 PM,Sala disponible.
6745,12,Estación de revisión 1,6/10/2021 5:42:00 PM,Sala no disponible.
6746,12,Estación de revisión 1,6/10/2021 5:42:26 PM,Inicia limpieza.
6747,12,Estación de revisión 1,6/10/2021 5:43:04 PM,Sala disponible.
6748,13,Estación de revisión 2,6/10/2021 5:47:55 PM,Sala no disponible.
6749,13,Estación de revisión 2,6/10/2021 5:48:22 PM,Inicia limpieza.
6750,13,Estación de revisión 2,6/10/2021 5:50:35 PM,Sala disponible.
6751,12,Estación de revisión 1,6/10/2021 5:54:05 PM,Sala no disponible.
6752,1,Sala de examenes 1,6/10/2021 5:56:13 PM,Sala no disponible.
6753,13,Estación de revisión 2,6/10/2021 5:57:14 PM,Sala no disponible.
6754,12,Estación de revisión 1,6/10/2021 6:01:37 PM,Inicia limpieza.
6755,12,Estación de revisión 1,6/10/2021 6:02:06 PM,Sala disponible.
6756,1,Sala de examenes 1,6/10/2021 6:02:23 PM,Inicia limpieza.
6757,1,Sala de examenes 1,6/10/2021 6:04:16 PM,Sala disponible.
6758,13,Estación de revisión 2,6/10/2021 6:04:39 PM,Inicia limpieza.
6759,13,Estación de revisión 2,6/10/2021 6:06:09 PM,Sala disponible.
6760,14,Estación de revisión 3,6/10/2021 6:09:24 PM,Sala no disponible.
6761,14,Estación de revisión 3,6/10/2021 6:09:39 PM,Inicia limpieza.
6762,14,Estación de revisión 3,6/10/2021 6:10:08 PM,Sala disponible.
6763,3,Sala de examenes 3,6/10/2021 6:11:00 PM,Sala no disponible.
6764,8,Sala de procedimientos 3,6/10/2021 6:12:57 PM,Sala no disponible.
6765,2,Sala de examenes 2,6/10/2021 6:15:54 PM,Sala no disponible.
6766,3,Sala de examenes 3,6/10/2021 6:16:00 PM,Inicia limpieza.
6767,8,Sala de procedimientos 3,6/10/2021 6:18:32 PM,Inicia limpieza.
6768,3,Sala de examenes 3,6/10/2021 6:19:45 PM,Sala disponible.
6769,2,Sala de examenes 2,6/10/2021 6:20:02 PM,Inicia limpieza.
6770,2,Sala de examenes 2,6/10/2021 6:22:11 PM,Sala disponible.
6771,8,Sala de procedimientos 3,6/10/2021 6:23:31 PM,Sala disponible.
6772,5,Sala de imagenes 1,6/10/2021 6:24:31 PM,Sala no disponible.
6773,12,Estación de revisión 1,6/10/2021 6:24:58 PM,Sala no disponible.
6774,13,Estación de revisión 2,6/10/2021 6:25:26 PM,Sala no disponible.
6775,5,Sala de imagenes 1,6/10/2021 6:25:39 PM,Inicia limpieza.
6776,7,Sala de procedimientos 2,6/10/2021 6:26:02 PM,Sala no disponible.
6777,14,Estación de revisión 3,6/10/2021 6:26:09 PM,Sala no disponible.
6778,12,Estación de revisión 1,6/10/2021 6:26:26 PM,Inicia limpieza.
6779,12,Estación de revisión 1,6/10/2021 6:26:56 PM,Sala disponible.
6780,5,Sala de imagenes 1,6/10/2021 6:27:03 PM,Sala disponible.
6781,7,Sala de procedimientos 2,6/10/2021 6:27:04 PM,Inicia limpieza.
6782,13,Estación de revisión 2,6/10/2021 6:27:12 PM,Inicia limpieza.
6783,13,Estación de revisión 2,6/10/2021 6:27:43 PM,Sala disponible.
6784,14,Estación de revisión 3,6/10/2021 6:28:10 PM,Inicia limpieza.
6785,14,Estación de revisión 3,6/10/2021 6:29:02 PM,Sala disponible.
6786,7,Sala de procedimientos 2,6/10/2021 6:29:59 PM,Sala disponible.
6787,12,Estación de revisión 1,6/10/2021 6:36:14 PM,Sala no disponible.
6788,5,Sala de imagenes 1,6/10/2021 6:40:14 PM,Sala no disponible.
6789,1,Sala de examenes 1,6/10/2021 6:40:21 PM,Sala no disponible.
6790,1,Sala de examenes 1,6/10/2021 6:41:00 PM,Inicia limpieza.
6791,5,Sala de imagenes 1,6/10/2021 6:41:22 PM,Inicia limpieza.
6792,1,Sala de examenes 1,6/10/2021 6:42:45 PM,Sala disponible.
6793,5,Sala de imagenes 1,6/10/2021 6:42:46 PM,Sala disponible.
6794,6,Sala de procedimientos 1,6/10/2021 6:43:06 PM,Sala no disponible.
6795,12,Estación de revisión 1,6/10/2021 6:43:38 PM,Inicia limpieza.
6796,12,Estación de revisión 1,6/10/2021 6:44:24 PM,Sala disponible.
6797,6,Sala de procedimientos 1,6/10/2021 6:46:00 PM,Inicia limpieza.
6798,6,Sala de procedimientos 1,6/10/2021 6:47:36 PM,Sala disponible.
6799,2,Sala de examenes 2,6/10/2021 6:50:31 PM,Sala no disponible.
6800,2,Sala de examenes 2,6/10/2021 6:51:04 PM,Inicia limpieza.
6801,2,Sala de examenes 2,6/10/2021 6:52:40 PM,Sala disponible.
6802,5,Sala de imagenes 1,6/10/2021 6:56:55 PM,Sala no disponible.
6803,5,Sala de imagenes 1,6/10/2021 6:58:03 PM,Inicia limpieza.
6804,7,Sala de procedimientos 2,6/10/2021 6:58:16 PM,Sala no disponible.
6805,7,Sala de procedimientos 2,6/10/2021 6:59:18 PM,Inicia limpieza.
6806,5,Sala de imagenes 1,6/10/2021 6:59:25 PM,Sala disponible.
6807,7,Sala de procedimientos 2,6/10/2021 7:01:25 PM,Sala disponible.
6808,12,Estación de revisión 1,6/10/2021 7:02:02 PM,Sala no disponible.
6809,12,Estación de revisión 1,6/10/2021 7:02:28 PM,Inicia limpieza.
6810,12,Estación de revisión 1,6/10/2021 7:03:00 PM,Sala disponible.
6811,12,Estación de revisión 1,6/10/2021 7:06:30 PM,Sala no disponible.
6812,12,Estación de revisión 1,6/10/2021 7:06:57 PM,Inicia limpieza.
6813,12,Estación de revisión 1,6/10/2021 7:07:30 PM,Sala disponible.
6814,6,Sala de procedimientos 1,6/10/2021 7:12:12 PM,Sala no disponible.
6815,6,Sala de procedimientos 1,6/10/2021 7:12:48 PM,Inicia limpieza.
6816,6,Sala de procedimientos 1,6/10/2021 7:14:30 PM,Sala disponible.
6817,8,Sala de procedimientos 3,6/10/2021 7:15:58 PM,Sala no disponible.
6818,8,Sala de procedimientos 3,6/10/2021 7:16:44 PM,Inicia limpieza.
6819,8,Sala de procedimientos 3,6/10/2021 7:19:26 PM,Sala disponible.
6820,1,Sala de examenes 1,6/10/2021 7:24:13 PM,Sala no disponible.
6821,1,Sala de examenes 1,6/10/2021 7:24:53 PM,Inicia limpieza.
6822,1,Sala de examenes 1,6/10/2021 7:27:21 PM,Sala disponible.
6823,2,Sala de examenes 2,6/10/2021 7:30:02 PM,Sala no disponible.
6824,2,Sala de examenes 2,6/10/2021 7:30:36 PM,Inicia limpieza.
6825,2,Sala de examenes 2,6/10/2021 7:32:12 PM,Sala disponible.
6826,12,Estación de revisión 1,6/10/2021 7:50:15 PM,Sala no disponible.
6827,12,Estación de revisión 1,6/10/2021 7:50:41 PM,Inicia limpieza.
6828,12,Estación de revisión 1,6/10/2021 7:51:37 PM,Sala disponible.
6829,12,Estación de revisión 1,6/10/2021 8:17:30 PM,Sala no disponible.
6830,12,Estación de revisión 1,6/10/2021 8:17:56 PM,Inicia limpieza.
6831,12,Estación de revisión 1,6/10/2021 8:19:58 PM,Sala disponible.
6832,7,Sala de procedimientos 2,6/10/2021 8:37:30 PM,Sala no disponible.
6833,7,Sala de procedimientos 2,6/10/2021 8:38:32 PM,Inicia limpieza.
6834,7,Sala de procedimientos 2,6/10/2021 8:44:33 PM,Sala disponible.
6835,6,Sala de procedimientos 1,6/10/2021 9:05:43 PM,Sala no disponible.
6836,6,Sala de procedimientos 1,6/10/2021 9:06:20 PM,Inicia limpieza.
6837,6,Sala de procedimientos 1,6/10/2021 9:09:03 PM,Sala disponible.
6838,13,Estación de revisión 2,6/11/2021 7:14:23 AM,Sala no disponible.
6839,13,Estación de revisión 2,6/11/2021 7:14:50 AM,Inicia limpieza.
6840,13,Estación de revisión 2,6/11/2021 7:15:30 AM,Sala disponible.
6841,12,Estación de revisión 1,6/11/2021 7:15:30 AM,Sala no disponible.
6842,12,Estación de revisión 1,6/11/2021 7:15:57 AM,Inicia limpieza.
6843,12,Estación de revisión 1,6/11/2021 7:16:51 AM,Sala disponible.
6844,1,Sala de examenes 1,6/11/2021 7:30:12 AM,Sala no disponible.
6845,1,Sala de examenes 1,6/11/2021 7:30:52 AM,Inicia limpieza.
6846,1,Sala de examenes 1,6/11/2021 7:33:21 AM,Sala disponible.
6847,12,Estación de revisión 1,6/11/2021 7:45:10 AM,Sala no disponible.
6848,13,Estación de revisión 2,6/11/2021 7:45:34 AM,Sala no disponible.
6849,12,Estación de revisión 1,6/11/2021 7:45:37 AM,Inicia limpieza.
6850,12,Estación de revisión 1,6/11/2021 7:46:09 AM,Sala disponible.
6851,15,Estación de revisión 4,6/11/2021 7:48:18 AM,Sala no disponible.
6852,15,Estación de revisión 4,6/11/2021 7:48:42 AM,Inicia limpieza.
6853,15,Estación de revisión 4,6/11/2021 7:49:27 AM,Sala disponible.
6854,14,Estación de revisión 3,6/11/2021 7:52:56 AM,Sala no disponible.
6855,14,Estación de revisión 3,6/11/2021 7:53:11 AM,Inicia limpieza.
6856,14,Estación de revisión 3,6/11/2021 7:53:41 AM,Sala disponible.
6857,12,Estación de revisión 1,6/11/2021 7:56:18 AM,Sala no disponible.
6858,12,Estación de revisión 1,6/11/2021 7:56:44 AM,Inicia limpieza.
6859,12,Estación de revisión 1,6/11/2021 7:57:36 AM,Sala disponible.
6860,5,Sala de imagenes 1,6/11/2021 7:58:22 AM,Sala no disponible.
6861,14,Estación de revisión 3,6/11/2021 7:58:33 AM,Sala no disponible.
6862,5,Sala de imagenes 1,6/11/2021 7:59:30 AM,Inicia limpieza.
6863,5,Sala de imagenes 1,6/11/2021 8:01:00 AM,Sala disponible.
6864,13,Estación de revisión 2,6/11/2021 8:01:49 AM,Inicia limpieza.
6865,13,Estación de revisión 2,6/11/2021 8:02:41 AM,Sala disponible.
6866,1,Sala de examenes 1,6/11/2021 8:07:37 AM,Sala no disponible.
6867,1,Sala de examenes 1,6/11/2021 8:08:17 AM,Inicia limpieza.
6868,1,Sala de examenes 1,6/11/2021 8:10:21 AM,Sala disponible.
6869,6,Sala de procedimientos 1,6/11/2021 8:14:54 AM,Sala no disponible.
6870,6,Sala de procedimientos 1,6/11/2021 8:15:31 AM,Inicia limpieza.
6871,5,Sala de imagenes 1,6/11/2021 8:15:35 AM,Sala no disponible.
6872,2,Sala de examenes 2,6/11/2021 8:16:02 AM,Sala no disponible.
6873,2,Sala de examenes 2,6/11/2021 8:16:36 AM,Inicia limpieza.
6874,5,Sala de imagenes 1,6/11/2021 8:16:43 AM,Inicia limpieza.
6875,6,Sala de procedimientos 1,6/11/2021 8:17:48 AM,Sala disponible.
6876,12,Estación de revisión 1,6/11/2021 8:18:19 AM,Sala no disponible.
6877,5,Sala de imagenes 1,6/11/2021 8:18:23 AM,Sala disponible.
6878,2,Sala de examenes 2,6/11/2021 8:18:39 AM,Sala disponible.
6879,14,Estación de revisión 3,6/11/2021 8:18:41 AM,Inicia limpieza.
6880,12,Estación de revisión 1,6/11/2021 8:18:45 AM,Inicia limpieza.
6881,12,Estación de revisión 1,6/11/2021 8:19:21 AM,Sala disponible.
6882,14,Estación de revisión 3,6/11/2021 8:19:33 AM,Sala disponible.
6883,12,Estación de revisión 1,6/11/2021 8:25:58 AM,Sala no disponible.
6884,12,Estación de revisión 1,6/11/2021 8:26:25 AM,Inicia limpieza.
6885,12,Estación de revisión 1,6/11/2021 8:27:45 AM,Sala disponible.
6886,5,Sala de imagenes 1,6/11/2021 8:33:52 AM,Sala no disponible.
6887,1,Sala de examenes 1,6/11/2021 8:34:09 AM,Sala no disponible.
6888,1,Sala de examenes 1,6/11/2021 8:34:49 AM,Inicia limpieza.
6889,5,Sala de imagenes 1,6/11/2021 8:35:00 AM,Inicia limpieza.
6890,5,Sala de imagenes 1,6/11/2021 8:36:19 AM,Sala disponible.
6891,1,Sala de examenes 1,6/11/2021 8:37:06 AM,Sala disponible.
6892,12,Estación de revisión 1,6/11/2021 8:39:03 AM,Sala no disponible.
6893,12,Estación de revisión 1,6/11/2021 8:39:29 AM,Inicia limpieza.
6894,12,Estación de revisión 1,6/11/2021 8:40:14 AM,Sala disponible.
6895,2,Sala de examenes 2,6/11/2021 8:43:11 AM,Sala no disponible.
6896,2,Sala de examenes 2,6/11/2021 8:43:45 AM,Inicia limpieza.
6897,13,Estación de revisión 2,6/11/2021 8:44:11 AM,Sala no disponible.
6898,13,Estación de revisión 2,6/11/2021 8:44:38 AM,Inicia limpieza.
6899,13,Estación de revisión 2,6/11/2021 8:45:16 AM,Sala disponible.
6900,2,Sala de examenes 2,6/11/2021 8:47:31 AM,Sala disponible.
6901,12,Estación de revisión 1,6/11/2021 8:48:02 AM,Sala no disponible.
6902,12,Estación de revisión 1,6/11/2021 8:48:28 AM,Inicia limpieza.
6903,12,Estación de revisión 1,6/11/2021 8:49:09 AM,Sala disponible.
6904,13,Estación de revisión 2,6/11/2021 8:50:55 AM,Sala no disponible.
6905,13,Estación de revisión 2,6/11/2021 8:51:21 AM,Inicia limpieza.
6906,13,Estación de revisión 2,6/11/2021 8:52:14 AM,Sala disponible.
6907,12,Estación de revisión 1,6/11/2021 8:56:34 AM,Sala no disponible.
6908,6,Sala de procedimientos 1,6/11/2021 8:56:35 AM,Sala no disponible.
6909,6,Sala de procedimientos 1,6/11/2021 8:57:12 AM,Inicia limpieza.
6910,6,Sala de procedimientos 1,6/11/2021 8:59:04 AM,Sala disponible.
6911,1,Sala de examenes 1,6/11/2021 9:00:04 AM,Sala no disponible.
6912,5,Sala de imagenes 1,6/11/2021 9:00:40 AM,Sala no disponible.
6913,5,Sala de imagenes 1,6/11/2021 9:01:47 AM,Inicia limpieza.
6914,7,Sala de procedimientos 2,6/11/2021 9:02:07 AM,Sala no disponible.
6915,12,Estación de revisión 1,6/11/2021 9:02:17 AM,Inicia limpieza.
6916,7,Sala de procedimientos 2,6/11/2021 9:03:09 AM,Inicia limpieza.
6917,5,Sala de imagenes 1,6/11/2021 9:03:19 AM,Sala disponible.
6918,12,Estación de revisión 1,6/11/2021 9:04:45 AM,Sala disponible.
6919,1,Sala de examenes 1,6/11/2021 9:05:01 AM,Inicia limpieza.
6920,2,Sala de examenes 2,6/11/2021 9:05:05 AM,Sala no disponible.
6921,2,Sala de examenes 2,6/11/2021 9:06:41 AM,Inicia limpieza.
6922,7,Sala de procedimientos 2,6/11/2021 9:06:53 AM,Sala disponible.
6923,1,Sala de examenes 1,6/11/2021 9:07:31 AM,Sala disponible.
6924,2,Sala de examenes 2,6/11/2021 9:08:23 AM,Sala disponible.
6925,14,Estación de revisión 3,6/11/2021 9:11:38 AM,Sala no disponible.
6926,14,Estación de revisión 3,6/11/2021 9:12:07 AM,Inicia limpieza.
6927,14,Estación de revisión 3,6/11/2021 9:12:53 AM,Sala disponible.
6928,13,Estación de revisión 2,6/11/2021 9:13:05 AM,Sala no disponible.
6929,13,Estación de revisión 2,6/11/2021 9:13:31 AM,Inicia limpieza.
6930,13,Estación de revisión 2,6/11/2021 9:14:11 AM,Sala disponible.
6931,12,Estación de revisión 1,6/11/2021 9:16:40 AM,Sala no disponible.
6932,14,Estación de revisión 3,6/11/2021 9:16:47 AM,Sala no disponible.
6933,12,Estación de revisión 1,6/11/2021 9:17:07 AM,Inicia limpieza.
6934,9,Sala de procedimientos 4,6/11/2021 9:18:28 AM,Sala no disponible.
6935,6,Sala de procedimientos 1,6/11/2021 9:18:54 AM,Sala no disponible.
